,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage/LotArea,GrLivArea/LotArea,YearBuiltSubtracted,YearRemodAddSubtracted,YrSoldSubtracted,CombinedBaths,LotAreaSquared,OverallQualSquared,OverallCondSquared,FullBathSquared,HalfBathSquared,CombinedBathsSquared,TotRmsAbvGrdSquared,LotFrontage/LotAreaSquared,GrLivArea/LotAreaSquared,YearBuiltSubtractedSquared,YearRemodAddSubtractedSquared,YrSoldSubtractedSquared,LotFrontageLogged,LotAreaLogged,OverallQualLogged,OverallCondLogged,YearBuiltLogged,YearRemodAddLogged,1stFlrSFLogged,GrLivAreaLogged,TotRmsAbvGrdLogged,MoSoldLogged,YrSoldLogged,LotFrontage/LotAreaLogged,GrLivArea/LotAreaLogged,YearBuiltSubtractedLogged,YearRemodAddSubtractedLogged,YrSoldSubtractedLogged,LotAreaSquaredLogged,OverallQualSquaredLogged,OverallCondSquaredLogged,TotRmsAbvGrdSquaredLogged,LotFrontage/LotAreaSquaredLogged,GrLivArea/LotAreaSquaredLogged,YearBuiltSubtractedSquaredLogged,YearRemodAddSubtractedSquaredLogged,YrSoldSubtractedSquaredLogged
835,836,20,RL,60.0,9600,Pave,No Value,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,GasA,TA,Y,SBrkr,1067,0,0,1067,0,0,2,0,2,1,Gd,4,Min2,0,No Value,Attchd,1996.0,Unf,2,436,TA,TA,Y,290,0,0,0,0,0,No Value,No Value,No Value,0,2,2010,WD,Normal,128000,0.00625,0.11114583333333333,0.014492753623188406,0.041666666666666664,0.1111111111111111,2.0,92160000,16,49,4,0,4.0,16,3.906250000000001e-05,0.012353396267361112,0.00021003990758244068,0.001736111111111111,0.012345679012345678,1.7781512503836436,3.9822712330395684,0.6020599913279624,0.8450980400142568,3.290034611362518,3.299942900022767,3.0281644194244697,3.0281644194244697,0.6020599913279624,0.3010299956639812,3.303196057420489,-2.2041199826559246,-0.9541068136150985,-1.8388490907372552,-1.3802112417116061,-0.9542425094393249,7.964542466079137,1.2041199826559248,1.6901960800285136,1.2041199826559248,-4.408239965311849,-1.908213627230197,-3.6776981814745104,-2.7604224834232123,-1.9084850188786497
836,837,30,RM,90.0,8100,Pave,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,GasA,Gd,Y,SBrkr,1559,0,0,1559,1,0,1,0,2,1,TA,5,Min2,0,No Value,Detchd,1948.0,Unf,2,812,TA,TA,Y,0,116,230,0,0,0,No Value,GdWo,No Value,0,6,2007,COD,Normal,153500,0.011111111111111112,0.19246913580246913,0.014084507042253521,0.021739130434782608,0.08333333333333333,1.0,65610000,25,36,1,0,1.0,25,0.0001234567901234568,0.0370443682365493,0.00019837333862328903,0.00047258979206049145,0.006944444444444444,1.954242509439325,3.90848501887865,0.6989700043360189,0.7781512503836436,3.2895889525425965,3.295127085252191,3.192846115188842,3.192846115188842,0.6989700043360189,0.7781512503836436,3.3025473724874854,-1.9542425094393248,-0.7156389036898081,-1.8512583487190752,-1.662757831681574,-1.0791812460476249,7.8169700377573,1.3979400086720377,1.5563025007672873,1.3979400086720377,-3.9084850188786495,-1.4312778073796162,-3.7025166974381505,-3.325515663363148,-2.1583624920952498
837,838,160,RM,21.0,1680,Pave,No Value,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,GasA,TA,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,TA,5,Typ,0,No Value,Detchd,1973.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,No Value,No Value,No Value,0,11,2008,WD,Normal,100000,0.0125,0.5875,0.021739130434782608,0.021739130434782608,0.09090909090909091,1.5,2822400,36,25,1,1,2.25,25,0.00015625000000000003,0.34515625000000005,0.00047258979206049145,0.00047258979206049145,0.008264462809917356,1.3222192947339193,3.225309281725863,0.7781512503836436,0.6989700043360189,3.295127085252191,3.295127085252191,2.683947130751512,2.9943171526696366,0.6989700043360189,1.0413926851582251,3.3027637084729817,-1.9030899869919435,-0.2309921290562261,-1.662757831681574,-1.662757831681574,-1.041392685158225,6.450618563451726,1.5563025007672873,1.3979400086720377,1.3979400086720377,-3.806179973983887,-0.4619842581124522,-3.325515663363148,-3.325515663363148,-2.0827853703164503
838,839,20,RL,75.0,9525,Pave,No Value,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,GasA,Ex,Y,SBrkr,1099,0,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,No Value,Attchd,1999.0,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,No Value,No Value,No Value,0,6,2008,WD,Normal,144000,0.007874015748031496,0.11538057742782153,0.041666666666666664,0.07692307692307693,0.09090909090909091,1.5,90725625,25,36,1,1,2.25,36,6.200012400024799e-05,0.013312677647577518,0.001736111111111111,0.00591715976331361,0.008264462809917356,1.8750612633917,3.978864984347657,0.6989700043360189,0.7781512503836436,3.299942900022767,3.302330928684399,3.0409976924234905,3.0409976924234905,0.7781512503836436,0.7781512503836436,3.3027637084729817,-2.103803720955957,-0.9378672919241663,-1.3802112417116061,-1.1139433523068367,-1.041392685158225,7.957729968695314,1.3979400086720377,1.5563025007672873,1.5563025007672873,-4.207607441911914,-1.8757345838483326,-2.7604224834232123,-2.2278867046136734,-2.0827853703164503
839,840,50,RL,70.0,11767,Pave,No Value,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,GasA,Ex,Y,SBrkr,768,432,0,1200,0,0,1,0,3,1,TA,6,Typ,0,No Value,Detchd,1946.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,No Value,No Value,No Value,0,5,2008,WD,Normal,130500,0.00594883997620464,0.10198011387779383,0.0136986301369863,0.041666666666666664,0.09090909090909091,1.0,138462289,25,36,1,0,1.0,36,3.538869706249042e-05,0.010399943626527798,0.00018765246762994932,0.001736111111111111,0.008264462809917356,1.845098040014257,4.070665753453728,0.6989700043360189,0.7781512503836436,3.289142835932333,3.299942900022767,2.885361220031512,3.0791812460476247,0.7781512503836436,0.6989700043360189,3.3027637084729817,-2.225567713439471,-0.9914845074061029,-1.863322860120456,-1.3802112417116061,-1.041392685158225,8.141331506907456,1.3979400086720377,1.5563025007672873,1.5563025007672873,-4.451135426878942,-1.9829690148122059,-3.726645720240912,-2.7604224834232123,-2.0827853703164503
840,841,70,RH,60.0,12155,Pave,No Value,IR1,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,GasA,TA,N,SBrkr,810,672,0,1482,0,0,2,0,4,1,Fa,7,Typ,0,No Value,Detchd,1934.0,Unf,1,400,TA,TA,P,0,0,254,0,0,0,No Value,No Value,No Value,0,3,2008,WD,Normal,140000,0.0049362402303578775,0.12192513368983957,0.010638297872340425,0.014492753623188406,0.09090909090909091,2.0,147744025,36,64,4,0,4.0,49,2.436646761180359e-05,0.01486573822528525,0.00011317338162064282,0.00021003990758244068,0.008264462809917356,1.7781512503836436,4.084754963179354,0.7781512503836436,0.9030899869919435,3.2844307338445193,3.290034611362518,2.90848501887865,3.170848203643309,0.8450980400142568,0.47712125471966244,3.3027637084729817,-2.306603712795711,-0.9139067595360452,-1.9731278535996988,-1.8388490907372552,-1.041392685158225,8.169509926358709,1.5563025007672873,1.806179973983887,1.6901960800285136,-4.613207425591422,-1.8278135190720903,-3.946255707199397,-3.6776981814745104,-2.0827853703164503
841,842,70,RM,60.0,10440,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,GasA,Gd,Y,SBrkr,958,581,0,1539,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,1983.0,Unf,2,686,Gd,TA,P,70,78,68,0,0,0,No Value,No Value,No Value,0,6,2008,WD,Normal,157500,0.005747126436781609,0.14741379310344827,0.008695652173913044,0.058823529411764705,0.09090909090909091,2.0,108993600,25,64,4,0,4.0,64,3.302946228035408e-05,0.02173082639714625,7.561436672967865e-05,0.0034602076124567475,0.008264462809917356,1.7781512503836436,4.018700498666243,0.6989700043360189,0.9030899869919435,3.2796669440484556,3.3014640731433,2.9813655090785445,3.187238619831479,0.9030899869919435,0.7781512503836436,3.3027637084729817,-2.2405492482826,-0.8314618788347646,-2.060697840353612,-1.2304489213782739,-1.041392685158225,8.037400997332487,1.3979400086720377,1.806179973983887,1.806179973983887,-4.481098496565199,-1.6629237576695293,-4.121395680707224,-2.4608978427565478,-2.0827853703164503
842,843,80,RL,82.0,9020,Pave,No Value,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,GasA,TA,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,TA,6,Typ,0,No Value,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,0,129,0,0,0,0,No Value,GdPrv,No Value,0,5,2008,WD,Normal,174900,0.00909090909090909,0.12915742793791574,0.018867924528301886,0.018867924528301886,0.09090909090909091,1.5,81360400,36,49,1,1,2.25,36,8.264462809917355e-05,0.016681641191537897,0.00035599857600569594,0.00035599857600569594,0.008264462809917356,1.9138138523837167,3.9552065375419416,0.7781512503836436,0.8450980400142568,3.2935835134961167,3.2935835134961167,3.0663259253620376,3.0663259253620376,0.7781512503836436,0.6989700043360189,3.3027637084729817,-2.041392685158225,-0.888880612179904,-1.7242758696007892,-1.7242758696007892,-1.041392685158225,7.910413075083883,1.5563025007672873,1.6901960800285136,1.5563025007672873,-4.08278537031645,-1.777761224359808,-3.4485517392015783,-3.4485517392015783,-2.0827853703164503
843,844,90,RL,80.0,8000,Pave,No Value,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,GasA,Ex,N,SBrkr,1800,0,0,1800,0,0,2,0,6,2,TA,10,Typ,0,No Value,No Value,0.0,No Value,0,0,No Value,No Value,Y,0,0,0,0,0,0,No Value,No Value,No Value,0,7,2007,WD,Normal,141000,0.01,0.225,0.017241379310344827,0.017241379310344827,0.08333333333333333,2.0,64000000,25,16,4,0,4.0,100,0.0001,0.050625,0.00029726516052318666,0.00029726516052318666,0.006944444444444444,1.9030899869919435,3.9030899869919438,0.6989700043360189,0.6020599913279624,3.292477593667784,3.292477593667784,3.255272505103306,3.255272505103306,1.0,0.8450980400142568,3.3025473724874854,-2.0,-0.6478174818886375,-1.7634279935629373,-1.7634279935629373,-1.0791812460476249,7.8061799739838875,1.3979400086720377,1.2041199826559248,2.0,-4.0,-1.295634963777275,-3.5268559871258747,-3.5268559871258747,-2.1583624920952498
844,845,50,RM,100.0,12665,Pave,Grvl,IR1,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,GasA,Gd,Y,SBrkr,876,540,0,1416,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3,720,TA,TA,Y,418,0,194,0,0,0,No Value,No Value,No Value,0,6,2008,WD,Normal,153900,0.007895775759968417,0.11180418476115278,0.009615384615384616,0.014492753623188406,0.09090909090909091,1.5,160402225,25,64,1,1,2.25,49,6.234327485170483e-05,0.012500175730105988,9.245562130177516e-05,0.00021003990758244068,0.008264462809917356,2.0,4.102605194126567,0.6989700043360189,0.9030899869919435,3.2821687783046416,3.290034611362518,2.9425041061680806,3.15106325335375,0.8450980400142568,0.7781512503836436,3.3027637084729817,-2.102605194126567,-0.9515419407728166,-2.0170333392987803,-1.8388490907372552,-1.041392685158225,8.205210388253134,1.3979400086720377,1.806179973983887,1.6901960800285136,-4.205210388253134,-1.903083881545633,-4.0340666785975605,-3.6776981814745104,-2.0827853703164503
845,846,85,RL,71.0,16647,Pave,No Value,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,GasA,TA,Y,SBrkr,1701,0,0,1701,1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,1975.0,Fin,2,611,TA,TA,Y,0,0,0,0,0,0,No Value,No Value,No Value,0,1,2007,WD,Normal,171000,0.004265032738631585,0.10218057307622995,0.022727272727272728,0.02631578947368421,0.08333333333333333,2.0,277122609,25,25,4,0,4.0,36,1.8190504261599237e-05,0.01044086951418677,0.0005165289256198347,0.0006925207756232686,0.006944444444444444,1.8512583487190752,4.221335979533828,0.6989700043360189,0.6989700043360189,3.295567099962479,3.296884475538547,3.230704313612569,3.230704313612569,0.7781512503836436,0.0,3.3025473724874854,-2.370077630814753,-0.9906316659212593,-1.6434526764861874,-1.5797835966168101,-1.0791812460476249,8.442671959067656,1.3979400086720377,1.3979400086720377,1.5563025007672873,-4.740155261629506,-1.9812633318425186,-3.286905352972375,-3.1595671932336202,-2.1583624920952498
846,847,60,RL,75.0,9317,Pave,No Value,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,GasA,Ex,Y,SBrkr,1006,769,0,1775,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1993.0,Unf,2,425,TA,TA,Y,234,72,192,0,0,0,No Value,No Value,No Value,0,7,2009,WD,Normal,213000,0.00804980143823119,0.1905119673714715,0.038461538461538464,0.038461538461538464,0.1,2.5,86806489,49,25,4,1,6.25,49,6.479930319494893e-05,0.03629480971174862,0.0014792899408284025,0.0014792899408284025,0.010000000000000002,1.8750612633917,3.969276095488932,0.8450980400142568,0.6989700043360189,3.2995072987004876,3.2995072987004876,3.0025979807199086,3.249198357391113,0.8450980400142568,0.8450980400142568,3.3029799367482493,-2.094214832097232,-0.720077738097819,-1.414973347970818,-1.414973347970818,-1.0,7.938552190977864,1.6901960800285136,1.3979400086720377,1.6901960800285136,-4.188429664194464,-1.440155476195638,-2.829946695941636,-2.829946695941636,-2.0
847,848,20,RL,36.0,15523,Pave,No Value,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,No Value,No Value,No Value,0,8,2009,WD,Normal,133500,0.002319139341622109,0.05565934419893062,0.02127659574468085,0.02127659574468085,0.1,1.0,240963529,25,36,1,0,1.0,25,5.378407285859429e-06,0.003097962596655032,0.0004526935264825713,0.0004526935264825713,0.010000000000000002,1.5563025007672873,4.190975657485245,0.6989700043360189,0.7781512503836436,3.2949069106051923,3.2949069106051923,2.936513742478893,2.936513742478893,0.6989700043360189,0.9030899869919435,3.3029799367482493,-2.634673156717957,-1.2544619150063512,-1.6720978579357175,-1.6720978579357175,-1.0,8.38195131497049,1.3979400086720377,1.5563025007672873,1.3979400086720377,-5.269346313435914,-2.5089238300127024,-3.344195715871435,-3.344195715871435,-2.0
848,849,50,RL,75.0,45600,Pave,No Value,IR2,Bnk,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,GasA,TA,Y,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2,360,Fa,TA,Y,486,40,0,0,175,0,No Value,No Value,No Value,0,9,2008,WD,Normal,240000,0.001644736842105263,0.05171052631578947,0.009009009009009009,0.045454545454545456,0.09090909090909091,3.0,2079360000,36,64,9,0,9.0,100,2.705159279778393e-06,0.0026739785318559556,8.116224332440549e-05,0.002066115702479339,0.008264462809917356,1.8750612633917,4.658964842664435,0.7781512503836436,0.9030899869919435,3.2805783703680764,3.3003780648707024,3.116275587580544,3.3725438007590705,1.0,0.9542425094393249,3.3027637084729817,-2.783903579272735,-1.2864210419053648,-2.0453229787866576,-1.3424226808222062,-1.041392685158225,9.31792968532887,1.5563025007672873,1.806179973983887,2.0,-5.56780715854547,-2.5728420838107295,-4.090645957573315,-2.6848453616444123,-2.0827853703164503
849,850,80,RL,80.0,9600,Pave,No Value,Reg,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,GasA,Ex,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,No Value,No Value,No Value,0,8,2007,WD,Normal,187000,0.008333333333333333,0.19322916666666667,0.023255813953488372,0.04,0.08333333333333333,2.5,92160000,36,49,4,1,6.25,49,6.944444444444444e-05,0.03733751085069445,0.0005408328826392644,0.0016,0.006944444444444444,1.9030899869919435,3.9822712330395684,0.7781512503836436,0.8450980400142568,3.295786940251609,3.2997251539756367,3.039017321997412,3.268343913951065,0.8450980400142568,0.9030899869919435,3.3025473724874854,-2.0791812460476247,-0.7139273190885037,-1.6334684555795866,-1.3979400086720375,-1.0791812460476249,7.964542466079137,1.5563025007672873,1.6901960800285136,1.6901960800285136,-4.158362492095249,-1.4278546381770074,-3.2669369111591733,-2.795880017344075,-2.1583624920952498
850,851,120,RM,36.0,4435,Pave,No Value,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,No Value,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,No Value,No Value,No Value,0,11,2007,WD,Normal,131500,0.008117249154453212,0.19120631341600902,0.0625,0.0625,0.08333333333333333,1.0,19669225,36,25,1,0,1.0,9,6.588973383547139e-05,0.036559854290141074,0.00390625,0.00390625,0.006944444444444444,1.5563025007672873,3.646893624167745,0.7781512503836436,0.6989700043360189,3.3016809492935764,3.3016809492935764,2.9283958522567137,2.9283958522567137,0.47712125471966244,1.0413926851582251,3.3025473724874854,-2.090591123400458,-0.7184977719110314,-1.2041199826559248,-1.2041199826559248,-1.0791812460476249,7.29378724833549,1.5563025007672873,1.3979400086720377,0.9542425094393249,-4.181182246800916,-1.4369955438220627,-2.4082399653118496,-2.4082399653118496,-2.1583624920952498
851,852,120,RL,43.0,3196,Pave,No Value,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,GasA,Ex,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,143,20,0,0,0,0,No Value,No Value,No Value,0,5,2006,WD,Normal,215000,0.013454317897371715,0.4555694618272841,0.0625,0.0625,0.07692307692307693,2.0,10214416,64,25,4,0,4.0,49,0.00018101867008353686,0.20754353454960126,0.00390625,0.00390625,0.00591715976331361,1.6334684555795864,3.5046067706419537,0.9030899869919435,0.6989700043360189,3.3016809492935764,3.3016809492935764,3.1631613749770184,3.1631613749770184,0.8450980400142568,0.6989700043360189,3.302330928684399,-1.8711383150623673,-0.3414453956649354,-1.2041199826559248,-1.2041199826559248,-1.1139433523068367,7.009213541283907,1.806179973983887,1.3979400086720377,1.6901960800285136,-3.7422766301247345,-0.6828907913298708,-2.4082399653118496,-2.4082399653118496,-2.2278867046136734
852,853,75,RL,53.0,7128,Pave,No Value,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,GasA,Gd,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,126,0,No Value,MnPrv,No Value,0,8,2007,WD,Normal,164000,0.007435465768799102,0.2309203142536476,0.01282051282051282,0.014492753623188406,0.08333333333333333,2.0,50808384,49,25,4,0,4.0,49,5.5286151198983224e-05,0.05332419153500336,0.00016436554898093358,0.00021003990758244068,0.006944444444444444,1.724275869600789,3.852967691028818,0.8450980400142568,0.6989700043360189,3.2880255353883627,3.290034611362518,2.9628426812012423,3.216429830876251,0.8450980400142568,0.9030899869919435,3.3025473724874854,-2.1286918214280295,-0.6365378601525673,-1.8920946026904804,-1.8388490907372552,-1.0791812460476249,7.705935382057636,1.6901960800285136,1.3979400086720377,1.6901960800285136,-4.257383642856059,-1.2730757203051346,-3.7841892053809607,-3.6776981814745104,-2.1583624920952498
853,854,80,RL,73.0,12095,Pave,No Value,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,GasA,TA,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,No Value,MnPrv,No Value,0,8,2009,WD,Normal,158000,0.006035551880942539,0.1194708557255064,0.01818181818181818,0.01818181818181818,0.1,1.5,146289025,36,36,1,1,2.25,49,3.642788650754902e-05,0.014273285367784766,0.0003305785123966942,0.0003305785123966942,0.010000000000000002,1.863322860120456,4.082605872697899,0.7781512503836436,0.7781512503836436,3.2931414834509307,3.2931414834509307,3.1598678470925665,3.1598678470925665,0.8450980400142568,0.9030899869919435,3.3029799367482493,-2.2192830125774425,-0.9227380256053318,-1.7403626894942439,-1.7403626894942439,-1.0,8.165211745395798,1.5563025007672873,1.5563025007672873,1.6901960800285136,-4.438566025154885,-1.8454760512106636,-3.4807253789884878,-3.4807253789884878,-2.0
854,855,20,RL,102.0,17920,Pave,No Value,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,GasA,TA,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2,454,TA,TA,Y,0,418,0,0,312,0,No Value,No Value,No Value,0,7,2006,WD,Abnorml,170000,0.0056919642857142854,0.09927455357142857,0.015625,0.022222222222222223,0.07692307692307693,1.5,321126400,25,16,1,1,2.25,36,3.2398457429846934e-05,0.00985543698680644,0.000244140625,0.0004938271604938272,0.00591715976331361,2.0086001717619175,4.253338005326106,0.6989700043360189,0.6020599913279624,3.2911467617318855,3.295347148333618,3.250175948083925,3.250175948083925,0.7781512503836436,0.8450980400142568,3.302330928684399,-2.244737833564189,-1.0031620572421813,-1.806179973983887,-1.6532125137753437,-1.1139433523068367,8.506676010652212,1.3979400086720377,1.2041199826559248,1.5563025007672873,-4.489475667128378,-2.0063241144843627,-3.612359947967774,-3.3064250275506875,-2.2278867046136734
855,856,20,RL,71.0,6897,Pave,No Value,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,No Value,Detchd,1962.0,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,No Value,No Value,No Value,0,4,2010,WD,Normal,127000,0.010294330868493549,0.1507901986370886,0.017543859649122806,0.1111111111111111,0.1111111111111111,1.5,47568609,25,64,1,1,2.25,36,0.00010597324803001914,0.022737684005012634,0.0003077870113881194,0.012345679012345678,0.012345679012345678,1.8512583487190752,3.8386602259889413,0.6989700043360189,0.9030899869919435,3.29269900304393,3.303196057420489,3.0170333392987803,3.0170333392987803,0.7781512503836436,0.6020599913279624,3.303196057420489,-1.987401877269866,-0.8216268866901612,-1.7558748556724915,-0.9542425094393249,-0.9542425094393249,7.677320451977883,1.3979400086720377,1.806179973983887,1.5563025007672873,-3.974803754539732,-1.6432537733803223,-3.511749711344983,-1.9084850188786497,-1.9084850188786497
